軍職專長,專長代碼,民間工作任務用語,職業類別,職業名稱,職業代碼,轉銜理由,必須證照,建議證照
,,,09品管/製造/環衛,職業安全衛生人員,090301,具備安全制度規劃管理、風險資訊蒐集研判、事件調查與協調處理等相關實務，熟悉制度遵循與風險評估流程，適合擔任職業安全衛生人員，從事職業安全制度推動、作業環境風險評估與改善措施督導等工作。,應取得「職業安全衛生管理乙級技術士證」,
,,,18保全/軍警消,保全技術人員,180106,具備安全制度規劃管理、風險評估研判、事件調查與協調處理等相關實務，熟悉安全控管與防護流程，適合擔任保全技術人員；從事安全監控系統規劃建置、設備檢測維護與異常事件通報處理等工作。,,
,,,22其他職類,私家偵探(徵信員),220104,具備情報蒐集研判、人員背景調查、事件調查處理與證據資料分析等相關實務，熟悉調查蒐證與資訊整合流程，適合擔任私家偵探（徵信員）；從事案件調查、背景查證、資料蒐集分析與調查報告整理等工作。,,
反情報調查督導官,6D21,"1.企業安全調查與風險管理
1.1規劃並執行組織內部安全調查與風險評估作業。
1.2分析潛在威脅與內部風險來源，提出防範與改善建議。1.3建立組織安全防護與風險控制機制。
2.情資蒐集與分析研判
2.1蒐集與分析安全相關資訊與潛在威脅情報。
2.2進行風險研判並提供管理階層決策參考。
2.3建立安全監測與資訊通報機制。
3.內部調查與證據蒐集
3.1規劃與執行違規、洩密或安全事件調查。
3.2蒐集相關證據與資料並進行分析與鑑識。
3.3提出調查報告與改善建議。",22其他職類,私家偵探(徵信員),220104,具備情報蒐集研判、人員背景調查、事件調查處理與證據資料分析等相關實務，熟悉調查蒐證與資訊整合流程，適合擔任私家偵探（徵信員）；從事案件調查、背景查證、資料蒐集分析與調查報告整理等工作。,,
,,,04財務/金融/保險,稽核人員,040107,具備制度規劃與檢核管理、風險資訊蒐集研判、事件調查與改善追蹤等相關實務，熟悉制度遵循與內部控制流程，適合擔任稽核人員；從事內部控制制度檢視、風險評估報告撰寫與缺失改善追蹤等工作。,,
,,,04財務/金融/保險,理賠人員,040304,具備案件調查處理、風險評估研判、制度規範檢核等相關實務，熟悉作業程序與控管流程，適合擔任保險理賠人員；從事事故資料查證、理賠案件審核與理賠報告撰寫等工作。,,
,,,21行銷/企劃/專案,市場調查/市調分析人員,210105,具備事件調查規劃、風險資訊蒐集研判等相關實務經驗，熟悉調查分析流程，適合擔任市場調查市調分析人員；從事市場資料蒐集分析、風險評估報告撰寫與決策建議提供等工作。,,
,,,03人資/法務/智財,法律助理人員,030204,具備案件調查實務經驗，熟悉制度遵循與程序控管流程，適合擔任法律助理人員；從事法律文件整理彙編、案件資料蒐集分析與訴訟行政支援等工作。,,
,,,09品管/製造/環衛,職業安全衛生人員,090301,具備事件調查與協調處理等實務經驗，熟悉制度遵循與風險評估流程，適合擔任職業安全衛生人員，從事職業安全制度推動、作業環境風險評估與改善措施督導等工作。,應取得「職業安全衛生管理乙級技術士證」,
,,,18保全/軍警消,保全技術人員,180106,具備風險評估研判、事件調查與協調處理等相關實務經驗，熟悉安全控管與防護流程，適合擔任保全技術人員；從事安全監控系統規劃建置、設備檢測維護與異常事件通報處理等工作。,,
保防士,6D114,"1.組織安全管理與制度落實
1.1協助推動組織安全與保密管理制度之執行。
1.2監督並提醒員工遵循資訊安全與保密規範。1.3協助執行安全管理與保密相關作業。
2.安全資料蒐集與風險監測
2.1蒐集與整理安全相關資料與風險資訊。
2.2協助進行人員安全背景資料整理與管理。
2.3支援安全風險評估與事件監測作業。
3.安全事件調查支援
3.1協助調查資訊外洩或違規事件。
3.2蒐集相關資料並整理調查紀錄。
3.3支援安全事件處理與改善措施執行。",04財務/金融/保險,稽核人員,040107,具備制度規劃與檢核管理、風險資訊蒐集研判、事件調查與改善追蹤等相關實務，熟悉制度遵循與內部控制流程，適合擔任稽核人員；從事內部控制制度檢視、風險評估報告撰寫與缺失改善追蹤等工作。,,
,,,04財務/金融/保險,理賠人員,040304,具備案件調查處理、風險評估研判、制度規範檢核等相關實務，熟悉作業程序與控管流程，適合擔任保險理賠人員；從事事故資料查證、理賠案件審核與理賠報告撰寫等工作。,,
,,,21行銷/企劃/專案,市場調查/市調分析人員,210105,具備安全制度規劃管理、風險資訊蒐集研判、事件調查與協調處理等相關實務，熟悉制度遵循與風險評估流程，適合擔任市場調查市調分析人員；從事市場資料蒐集分析、風險評估報告撰寫與決策建議提供等工作。,,
,,,03人資/法務/智財,法律助理人員,030204,具備法令制度研析、案件調查處理、風險評估與紀錄管理等相關實務，熟悉制度遵循與程序控管流程，適合擔任法律助理人員；從事法律文件整理彙編、案件資料蒐集分析與訴訟行政支援等工作。,,
,,,09品管/製造/環衛,職業安全衛生人員,090301,具備安全制度規劃管理、風險資訊蒐集研判、事件調查與協調處理等相關實務，熟悉制度遵循與風險評估流程，適合擔任職業安全衛生人員，從事職業安全制度推動、作業環境風險評估與改善措施督導等工作。,應取得「職業安全衛生管理乙級技術士證」,
,,,18保全/軍警消,保全技術人員,180106,具備安全制度規劃管理、風險評估研判、事件調查與協調處理等相關實務，熟悉安全控管與防護流程，適合擔任保全技術人員；從事安全監控系統規劃建置、設備檢測維護與異常事件通報處理等工作。,,
,,,22其他職類,私家偵探(徵信員),220104,具備情報蒐集研判、人員背景調查、事件調查處理與證據資料分析等相關實務，熟悉調查蒐證與資訊整合流程，適合擔任私家偵探（徵信員）；從事案件調查、背景查證、資料蒐集分析與調查報告整理等工作。,,
保防兵,6D111,"1.安全制度行政支援
1.1協助執行組織安全與保密管理制度之日常作業。
1.2協助檢視員工遵循資訊安全與保密規範之情形。1.3支援安全管理相關行政與執行工作。
2.安全資料與文件管理
2.1辦理安全與保密相關文件之整理與歸檔。
2.2協助建立與維護安全管理資料紀錄。
2.3支援安全資料之整理與保存作業。
3.人員安全資料蒐集
3.1協助蒐集與整理人員安全相關資料。
3.2協助管理與更新安全調查資料。
3.3支援安全風險評估所需資料整理。",18保全/軍警消,運鈔員,180104,具備安全規範執行、風險辨識與通報等相關實務，熟悉標準作業程序與紀律控管要求，適合擔任運鈔員；從事現場安全維護、現金運送與異常狀況通報處理等工作。,,
,,,18保全/軍警消,停車場管理員,180105,具備安全巡查、監控回報實務經驗，適合轉銜停車場管理員；從事車輛進出管制、停車位巡檢、設備故障排除與場地環境維護等工作。,,
,,,18保全/軍警消,保全技術人員,180106,具備安全規範執行、風險辨識與通報等相關實務，熟悉標準作業程序與紀律控管要求，適合轉銜保全技術人員；從事門禁監控操作、巡邏安全檢查、設備維護保養與緊急狀況應對等工作。,,
,,,01經營/行政/總務,行政助理,010206,因具備協助文書處理與資料彙整等實務經驗，適合轉銜為行政助理，從事文件整理歸檔、資料建置維護與部門行政支援等工作。,,建議取得勞動部「電腦軟體應用」相關技術士證
,,,06客服/門市,連鎖店管理人員,060205,因於部隊長期接觸人員管理、物料補給、設施環境維護等實務工作，並具備遵守紀律、流程管控與標準化執行力，適合轉銜為連鎖店管理人員，從事服務品質維護、存貨管理、排班調度等門店營運工作。,,建議取得「門市服務」相關技術士證
,,,01經營/行政/總務,儲備幹部,010105,因於部隊長期接觸制度化作業流程，並具備遵守紀律、跨單位協作、情境應變與壓力下執行能力，適合轉銜企業儲備幹部，學習組織規章及營運流程，從事相關管理工作。,,
,,,22其他職類,私家偵探(徵信員),220104,具備資料蒐集整理、人員背景資料調查協助、保密規定執行查核與相關事件資料整理等實務經驗，熟悉基礎調查蒐證與資料分析流程，適合擔任私家偵探（徵信員）；從事案件資料蒐集、背景查證、資訊整理分析與調查報告資料彙整等工作。,,
監察督導官,6C11,"1.內部稽核與制度監督
1.1建立與執行內部稽核機制。
1.2檢視制度運作與流程合規性。1.3確保組織政策有效落實。
2.風險控管與案件調查
2.1辨識組織風險與異常狀況。
2.2執行內部調查與問題釐清。
2.3提出改善與預防措施。
3.法遵管理與廉政機制
3.1確保作業符合法規與制度要求。
3.2建立廉政與反舞弊機制。
3.3強化組織透明度與治理品質。",03人資/法務/智財,法律助理人員,030204,具備案件調查處理、法令制度審查、行政程序檢核等相關實務，熟悉法規適用與流程控管機制，適合擔任法律助理人員；從事法律文件整理彙編、案件資料蒐集分析與訴訟行政支援等工作。,,
,,,04財務/金融/保險,稽核人員,040107,具備制度督導查察、違失案件調查、程序與採購審查等相關實務，熟悉合規控管與內部控制流程，適合擔任稽核人員；從事內部控制制度檢視、合規審查與缺失改善追蹤等工作。,,
,,,04財務/金融/保險,理賠人員,040304,具備案件調查處理、事證資料比對、制度程序審查等相關實務，熟悉作業規範與控管流程，適合擔任理賠人員；從事事故資料查證、理賠案件審核與理賠報告撰寫等工作。,,
,,,21行銷/企劃/專案,市場調查/市調分析人員,210105,具備資訊蒐集研析、案件調查分析、制度執行成效評估等相關實務，熟悉資料判讀與流程控管，適合擔任市場調查市調分析人員；從事市場資料蒐集分析、趨勢研判與決策建議提供等工作。,,
,,,02業務/貿易/銷售,押匯及報關人員,020202,具備制度程序審查、文件資料查核、案件流程控管等相關實務，熟悉規範遵循與行政作業流程，適合擔任押匯及報關人員，從事進出口單證審核、報關資料整理與作業流程控管等工作。,應取得財政部「專責報關人員」資格,
,,,09品管/製造/環衛,職業安全衛生人員,090301,具備制度督導查察、風險評估分析、缺失改善追蹤等相關實務，熟悉作業規範與流程控管機制，適合擔任職業安全衛生人員，從事職業安全制度推動、作業環境風險評估與改善措施督導等工作。,應取得「職業安全衛生管理乙級技術士證」,
